fecha,comunidad_autonoma,provincia,casos_confirmados,ingresos_uci,fallecidos,altas,lat,lon
2023-02-08,Galicia,Santiago,754,38,16,712,42.8782,-8.5449
2023-02-08,Madrid,Madrid,1744,104,30,1544,40.4168,-3.7038
2023-02-08,Murcia,Murcia,234,13,6,213,37.9924,-1.1307
2023-02-08,Navarra,Pamplona,136,5,2,122,42.8125,-1.6432
2023-02-08,País Vasco,Vitoria,533,24,13,465,42.8464,-2.6724
2023-02-08,La Rioja,Logroño,65,3,1,57,42.4627,-2.4449
2023-02-08,Ceuta,Ceuta,20,0,0,17,35.8891,-5.3167
2023-02-08,Melilla,Melilla,20,0,0,18,35.2923,-2.9475
2023-02-09,Andalucía,Sevilla,1918,77,38,1734,37.3886,-5.9845
2023-02-09,Aragón,Zaragoza,326,13,5,304,41.6488,-0.8891
2023-02-09,Asturias,Oviedo,236,11,4,215,43.3614,-5.8458
2023-02-09,Islas Baleares,Palma,281,16,4,265,39.5696,2.6502
2023-02-09,Canarias,Las Palmas,436,22,11,387,28.1235,-15.4134
2023-02-09,Cantabria,Santander,158,4,4,139,43.4623,-3.8044
2023-02-09,Castilla-La Mancha,Toledo,553,25,5,474,39.8628,-4.0245
2023-02-09,Castilla y León,Valladolid,536,25,9,497,41.6523,-4.7245
2023-02-09,Cataluña,Barcelona,1720,57,32,1549,41.3851,2.1734
2023-02-09,Comunidad Valenciana,Valencia,1340,56,24,1229,39.4699,-0.3763
2023-02-09,Extremadura,Mérida,263,13,5,231,38.916,-6.3438
2023-02-09,Galicia,Santiago,707,34,14,619,42.8782,-8.5449
2023-02-09,Madrid,Madrid,1886,104,41,1760,40.4168,-3.7038
2023-02-09,Murcia,Murcia,237,11,7,217,37.9924,-1.1307
2023-02-09,Navarra,Pamplona,188,6,2,162,42.8125,-1.6432
2023-02-09,País Vasco,Vitoria,620,32,15,547,42.8464,-2.6724
2023-02-09,La Rioja,Logroño,89,3,2,81,42.4627,-2.4449
2023-02-09,Ceuta,Ceuta,22,0,0,20,35.8891,-5.3167
2023-02-09,Melilla,Melilla,23,0,0,19,35.2923,-2.9475
2023-02-10,Andalucía,Sevilla,2428,105,60,2278,37.3886,-5.9845
2023-02-10,Aragón,Zaragoza,278,10,3,258,41.6488,-0.8891
2023-02-10,Asturias,Oviedo,198,9,4,185,43.3614,-5.8458
2023-02-10,Islas Baleares,Palma,301,10,6,283,39.5696,2.6502
2023-02-10,Canarias,Las Palmas,459,15,7,397,28.1235,-15.4134
2023-02-10,Cantabria,Santander,149,4,2,141,43.4623,-3.8044
2023-02-10,Castilla-La Mancha,Toledo,547,23,8,510,39.8628,-4.0245
2023-02-10,Castilla y León,Valladolid,478,20,10,408,41.6523,-4.7245
2023-02-10,Cataluña,Barcelona,2167,111,64,1975,41.3851,2.1734
2023-02-10,Comunidad Valenciana,Valencia,1171,65,33,1104,39.4699,-0.3763
2023-02-10,Extremadura,Mérida,246,12,5,222,38.916,-6.3438
2023-02-10,Galicia,Santiago,583,25,7,503,42.8782,-8.5449
2023-02-10,Madrid,Madrid,1545,70,35,1390,40.4168,-3.7038
2023-02-10,Murcia,Murcia,279,11,7,250,37.9924,-1.1307
2023-02-10,Navarra,Pamplona,182,6,2,160,42.8125,-1.6432
2023-02-10,País Vasco,Vitoria,504,27,13,452,42.8464,-2.6724
2023-02-10,La Rioja,Logroño,64,3,1,58,42.4627,-2.4449
2023-02-10,Ceuta,Ceuta,16,0,0,13,35.8891,-5.3167
2023-02-10,Melilla,Melilla,18,0,0,16,35.2923,-2.9475
2023-02-11,Andalucía,Sevilla,2369,134,48,2222,37.3886,-5.9845
2023-02-11,Aragón,Zaragoza,297,14,8,256,41.6488,-0.8891
2023-02-11,Asturias,Oviedo,292,15,3,270,43.3614,-5.8458
2023-02-11,Islas Baleares,Palma,231,7,6,212,39.5696,2.6502
2023-02-11,Canarias,Las Palmas,486,23,13,453,28.1235,-15.4134
2023-02-11,Cantabria,Santander,126,6,1,108,43.4623,-3.8044
2023-02-11,Castilla-La Mancha,Toledo,483,23,13,429,39.8628,-4.0245
2023-02-11,Castilla y León,Valladolid,509,29,14,477,41.6523,-4.7245
2023-02-11,Cataluña,Barcelona,2150,127,29,1922,41.3851,2.1734
2023-02-11,Comunidad Valenciana,Valencia,1163,39,14,1096,39.4699,-0.3763
2023-02-11,Extremadura,Mérida,239,9,6,215,38.916,-6.3438
2023-02-11,Galicia,Santiago,693,23,17,618,42.8782,-8.5449
2023-02-11,Madrid,Madrid,1412,84,17,1326,40.4168,-3.7038
2023-02-11,Murcia,Murcia,259,15,5,243,37.9924,-1.1307
2023-02-11,Navarra,Pamplona,189,9,3,176,42.8125,-1.6432
2023-02-11,País Vasco,Vitoria,470,28,13,400,42.8464,-2.6724
2023-02-11,La Rioja,Logroño,86,4,2,76,42.4627,-2.4449
2023-02-11,Ceuta,Ceuta,19,1,0,17,35.8891,-5.3167
2023-02-11,Melilla,Melilla,17,0,0,15,35.2923,-2.9475
2023-02-12,Andalucía,Sevilla,2189,119,22,2009,37.3886,-5.9845
2023-02-12,Aragón,Zaragoza,341,19,6,322,41.6488,-0.8891
2023-02-12,Asturias,Oviedo,230,10,6,207,43.3614,-5.8458
2023-02-12,Islas Baleares,Palma,253,9,6,236,39.5696,2.6502
2023-02-12,Canarias,Las Palmas,504,21,11,462,28.1235,-15.4134
2023-02-12,Cantabria,Santander,118,4,1,104,43.4623,-3.8044
2023-02-12,Castilla-La Mancha,Toledo,498,29,9,466,39.8628,-4.0245
2023-02-12,Castilla y León,Valladolid,568,32,13,519,41.6523,-4.7245
2023-02-12,Cataluña,Barcelona,2131,106,24,1939,41.3851,2.1734
2023-02-12,Comunidad Valenciana,Valencia,1418,66,17,1280,39.4699,-0.3763
2023-02-12,Extremadura,Mérida,234,9,3,202,38.916,-6.3438
2023-02-12,Galicia,Santiago,783,42,19,697,42.8782,-8.5449
2023-02-12,Madrid,Madrid,1759,66,49,1602,40.4168,-3.7038
2023-02-12,Murcia,Murcia,211,11,2,188,37.9924,-1.1307
2023-02-12,Navarra,Pamplona,188,8,5,177,42.8125,-1.6432
2023-02-12,País Vasco,Vitoria,586,23,13,531,42.8464,-2.6724
2023-02-12,La Rioja,Logroño,91,4,1,80,42.4627,-2.4449
2023-02-12,Ceuta,Ceuta,22,0,0,20,35.8891,-5.3167
2023-02-12,Melilla,Melilla,24,1,0,21,35.2923,-2.9475
2023-02-13,Andalucía,Sevilla,1915,73,46,1706,37.3886,-5.9845
2023-02-13,Aragón,Zaragoza,294,12,8,261,41.6488,-0.8891
2023-02-13,Asturias,Oviedo,247,11,2,233,43.3614,-5.8458
2023-02-13,Islas Baleares,Palma,257,9,4,237,39.5696,2.6502
2023-02-13,Canarias,Las Palmas,554,30,12,507,28.1235,-15.4134
2023-02-13,Cantabria,Santander,143,6,2,128,43.4623,-3.8044
2023-02-13,Castilla-La Mancha,Toledo,418,24,10,384,39.8628,-4.0245
2023-02-13,Castilla y León,Valladolid,528,24,5,462,41.6523,-4.7245
2023-02-13,Cataluña,Barcelona,1892,93,40,1647,41.3851,2.1734
2023-02-13,Comunidad Valenciana,Valencia,1298,73,38,1213,39.4699,-0.3763
2023-02-13,Extremadura,Mérida,220,8,3,201,38.916,-6.3438
2023-02-13,Galicia,Santiago,751,26,22,663,42.8782,-8.5449
2023-02-13,Madrid,Madrid,1591,56,36,1412,40.4168,-3.7038
2023-02-13,Murcia,Murcia,203,8,3,176,37.9924,-1.1307
2023-02-13,Navarra,Pamplona,151,7,3,136,42.8125,-1.6432
2023-02-13,País Vasco,Vitoria,449,25,13,409,42.8464,-2.6724
2023-02-13,La Rioja,Logroño,65,2,0,61,42.4627,-2.4449
2023-02-13,Ceuta,Ceuta,19,0,0,17,35.8891,-5.3167
2023-02-13,Melilla,Melilla,21,1,0,18,35.2923,-2.9475
2023-02-14,Andalucía,Sevilla,2182,121,39,1860,37.3886,-5.9845
2023-02-14,Aragón,Zaragoza,364,16,4,335,41.6488,-0.8891
2023-02-14,Asturias,Oviedo,292,15,5,265,43.3614,-5.8458
2023-02-14,Islas Baleares,Palma,221,11,2,209,39.5696,2.6502
2023-02-14,Canarias,Las Palmas,606,26,11,520,28.1235,-15.4134
2023-02-14,Cantabria,Santander,163,6,4,149,43.4623,-3.8044
2023-02-14,Castilla-La Mancha,Toledo,429,17,5,407,39.8628,-4.0245
2023-02-14,Castilla y León,Valladolid,536,20,7,498,41.6523,-4.7245
2023-02-14,Cataluña,Barcelona,1607,95,32,1384,41.3851,2.1734
2023-02-14,Comunidad Valenciana,Valencia,1384,60,22,1312,39.4699,-0.3763
2023-02-14,Extremadura,Mérida,268,13,5,250,38.916,-6.3438
2023-02-14,Galicia,Santiago,695,33,19,637,42.8782,-8.5449
2023-02-14,Madrid,Madrid,1588,48,25,1399,40.4168,-3.7038
2023-02-14,Murcia,Murcia,223,12,5,196,37.9924,-1.1307
2023-02-14,Navarra,Pamplona,169,9,4,146,42.8125,-1.6432
2023-02-14,País Vasco,Vitoria,503,15,13,455,42.8464,-2.6724
2023-02-14,La Rioja,Logroño,65,2,1,58,42.4627,-2.4449
2023-02-14,Ceuta,Ceuta,22,1,0,20,35.8891,-5.3167
2023-02-14,Melilla,Melilla,18,0,0,16,35.2923,-2.9475
2023-02-15,Andalucía,Sevilla,2354,138,46,2073,37.3886,-5.9845
2023-02-15,Aragón,Zaragoza,313,11,6,288,41.6488,-0.8891
2023-02-15,Asturias,Oviedo,221,12,6,206,43.3614,-5.8458
2023-02-15,Islas Baleares,Palma,303,13,6,264,39.5696,2.6502
2023-02-15,Canarias,Las Palmas,573,30,9,541,28.1235,-15.4134
2023-02-15,Cantabria,Santander,116,5,2,110,43.4623,-3.8044
2023-02-15,Castilla-La Mancha,Toledo,593,27,7,520,39.8628,-4.0245
2023-02-15,Castilla y León,Valladolid,636,32,18,572,41.6523,-4.7245
2023-02-15,Cataluña,Barcelona,1792,58,34,1561,41.3851,2.1734
2023-02-15,Comunidad Valenciana,Valencia,1046,49,13,923,39.4699,-0.3763
2023-02-15,Extremadura,Mérida,267,14,5,239,38.916,-6.3438
2023-02-15,Galicia,Santiago,759,37,15,676,42.8782,-8.5449
2023-02-15,Madrid,Madrid,1883,81,24,1715,40.4168,-3.7038
2023-02-15,Murcia,Murcia,201,7,2,190,37.9924,-1.1307
2023-02-15,Navarra,Pamplona,190,8,4,162,42.8125,-1.6432
2023-02-15,País Vasco,Vitoria,657,37,11,564,42.8464,-2.6724
2023-02-15,La Rioja,Logroño,92,3,1,80,42.4627,-2.4449
2023-02-15,Ceuta,Ceuta,20,0,0,17,35.8891,-5.3167
2023-02-15,Melilla,Melilla,23,1,0,19,35.2923,-2.9475
2023-02-16,Andalucía,Sevilla,2067,113,45,1962,37.3886,-5.9845
2023-02-16,Aragón,Zaragoza,305,10,9,272,41.6488,-0.8891
2023-02-16,Asturias,Oviedo,290,13,3,260,43.3614,-5.8458
2023-02-16,Islas Baleares,Palma,242,10,4,210,39.5696,2.6502
2023-02-16,Canarias,Las Palmas,565,28,15,521,28.1235,-15.4134
2023-02-16,Cantabria,Santander,138,4,4,129,43.4623,-3.8044
2023-02-16,Castilla-La Mancha,Toledo,460,24,9,417,39.8628,-4.0245
2023-02-16,Castilla y León,Valladolid,639,25,8,544,41.6523,-4.7245
2023-02-16,Cataluña,Barcelona,2006,116,56,1850,41.3851,2.1734
2023-02-16,Comunidad Valenciana,Valencia,1201,40,32,1031,39.4699,-0.3763
2023-02-16,Extremadura,Mérida,323,12,5,286,38.916,-6.3438
2023-02-16,Galicia,Santiago,732,37,21,672,42.8782,-8.5449
2023-02-16,Madrid,Madrid,1799,79,29,1552,40.4168,-3.7038
2023-02-16,Murcia,Murcia,224,12,2,205,37.9924,-1.1307
2023-02-16,Navarra,Pamplona,154,7,3,136,42.8125,-1.6432
2023-02-16,País Vasco,Vitoria,497,28,13,449,42.8464,-2.6724
2023-02-16,La Rioja,Logroño,70,3,1,63,42.4627,-2.4449
2023-02-16,Ceuta,Ceuta,20,1,0,17,35.8891,-5.3167
2023-02-16,Melilla,Melilla,21,0,0,19,35.2923,-2.9475
2023-02-17,Andalucía,Sevilla,2038,99,48,1780,37.3886,-5.9845
2023-02-17,Aragón,Zaragoza,343,11,9,302,41.6488,-0.8891
2023-02-17,Asturias,Oviedo,272,13,5,256,43.3614,-5.8458
2023-02-17,Islas Baleares,Palma,329,12,7,299,39.5696,2.6502
2023-02-17,Canarias,Las Palmas,611,31,6,573,28.1235,-15.4134
2023-02-17,Cantabria,Santander,122,5,2,108,43.4623,-3.8044
2023-02-17,Castilla-La Mancha,Toledo,578,25,10,548,39.8628,-4.0245
2023-02-17,Castilla y León,Valladolid,489,16,9,446,41.6523,-4.7245
2023-02-17,Cataluña,Barcelona,1716,58,48,1489,41.3851,2.1734
2023-02-17,Comunidad Valenciana,Valencia,1361,71,21,1211,39.4699,-0.3763
2023-02-17,Extremadura,Mérida,325,13,6,290,38.916,-6.3438
2023-02-17,Galicia,Santiago,559,29,15,519,42.8782,-8.5449
2023-02-17,Madrid,Madrid,1486,55,25,1372,40.4168,-3.7038
2023-02-17,Murcia,Murcia,250,8,7,223,37.9924,-1.1307
2023-02-17,Navarra,Pamplona,149,8,4,133,42.8125,-1.6432
2023-02-17,País Vasco,Vitoria,658,33,17,621,42.8464,-2.6724
2023-02-17,La Rioja,Logroño,84,4,1,73,42.4627,-2.4449
2023-02-17,Ceuta,Ceuta,18,0,0,16,35.8891,-5.3167
2023-02-17,Melilla,Melilla,21,0,0,19,35.2923,-2.9475
2023-02-18,Andalucía,Sevilla,1735,93,36,1627,37.3886,-5.9845
2023-02-18,Aragón,Zaragoza,353,15,4,301,41.6488,-0.8891
2023-02-18,Asturias,Oviedo,209,11,2,182,43.3614,-5.8458
2023-02-18,Islas Baleares,Palma,253,7,2,233,39.5696,2.6502
2023-02-18,Canarias,Las Palmas,480,18,5,409,28.1235,-15.4134
2023-02-18,Cantabria,Santander,173,5,4,161,43.4623,-3.8044
2023-02-18,Castilla-La Mancha,Toledo,600,32,7,518,39.8628,-4.0245
2023-02-18,Castilla y León,Valladolid,545,31,6,508,41.6523,-4.7245
2023-02-18,Cataluña,Barcelona,2166,127,59,2021,41.3851,2.1734
2023-02-18,Comunidad Valenciana,Valencia,1485,64,17,1311,39.4699,-0.3763
2023-02-18,Extremadura,Mérida,239,8,4,223,38.916,-6.3438
2023-02-18,Galicia,Santiago,568,21,13,510,42.8782,-8.5449
2023-02-18,Madrid,Madrid,1447,82,24,1277,40.4168,-3.7038
2023-02-18,Murcia,Murcia,303,15,4,284,37.9924,-1.1307
2023-02-18,Navarra,Pamplona,192,10,2,178,42.8125,-1.6432
2023-02-18,País Vasco,Vitoria,636,26,17,547,42.8464,-2.6724
2023-02-18,La Rioja,Logroño,72,2,1,66,42.4627,-2.4449
2023-02-18,Ceuta,Ceuta,24,1,0,21,35.8891,-5.3167
2023-02-18,Melilla,Melilla,20,1,0,17,35.2923,-2.9475
2023-02-19,Andalucía,Sevilla,2070,124,23,1848,37.3886,-5.9845
2023-02-19,Aragón,Zaragoza,385,14,8,362,41.6488,-0.8891
2023-02-19,Asturias,Oviedo,213,7,5,181,43.3614,-5.8458
2023-02-19,Islas Baleares,Palma,288,11,7,265,39.5696,2.6502
2023-02-19,Canarias,Las Palmas,504,15,14,449,28.1235,-15.4134
2023-02-19,Cantabria,Santander,149,7,2,136,43.4623,-3.8044
2023-02-19,Castilla-La Mancha,Toledo,528,23,9,476,39.8628,-4.0245
2023-02-19,Castilla y León,Valladolid,607,20,14,542,41.6523,-4.7245
2023-02-19,Cataluña,Barcelona,2232,73,62,2075,41.3851,2.1734
2023-02-19,Comunidad Valenciana,Valencia,1075,36,19,1002,39.4699,-0.3763
2023-02-19,Extremadura,Mérida,297,16,6,266,38.916,-6.3438
2023-02-19,Galicia,Santiago,646,21,17,610,42.8782,-8.5449
2023-02-19,Madrid,Madrid,1978,107,29,1836,40.4168,-3.7038
2023-02-19,Murcia,Murcia,215,10,2,184,37.9924,-1.1307
2023-02-19,Navarra,Pamplona,142,6,1,123,42.8125,-1.6432
2023-02-19,País Vasco,Vitoria,485,17,6,450,42.8464,-2.6724
2023-02-19,La Rioja,Logroño,68,2,1,64,42.4627,-2.4449
2023-02-19,Ceuta,Ceuta,18,1,0,16,35.8891,-5.3167
2023-02-19,Melilla,Melilla,21,1,0,17,35.2923,-2.9475
2023-02-20,Andalucía,Sevilla,2104,89,60,1941,37.3886,-5.9845
2023-02-20,Aragón,Zaragoza,320,14,7,303,41.6488,-0.8891
2023-02-20,Asturias,Oviedo,299,14,3,278,43.3614,-5.8458
2023-02-20,Islas Baleares,Palma,274,8,6,249,39.5696,2.6502
2023-02-20,Canarias,Las Palmas,494,26,11,460,28.1235,-15.4134
2023-02-20,Cantabria,Santander,164,6,2,154,43.4623,-3.8044
2023-02-20,Castilla-La Mancha,Toledo,476,21,13,446,39.8628,-4.0245
2023-02-20,Castilla y León,Valladolid,541,23,15,502,41.6523,-4.7245
2023-02-20,Cataluña,Barcelona,2048,94,51,1767,41.3851,2.1734
2023-02-20,Comunidad Valenciana,Valencia,1038,31,22,931,39.4699,-0.3763
2023-02-20,Extremadura,Mérida,269,11,6,248,38.916,-6.3438
2023-02-20,Galicia,Santiago,682,29,16,645,42.8782,-8.5449
2023-02-20,Madrid,Madrid,1853,71,22,1722,40.4168,-3.7038
2023-02-20,Murcia,Murcia,209,8,4,183,37.9924,-1.1307
2023-02-20,Navarra,Pamplona,152,7,4,134,42.8125,-1.6432
2023-02-20,País Vasco,Vitoria,484,15,7,430,42.8464,-2.6724
2023-02-20,La Rioja,Logroño,76,2,2,68,42.4627,-2.4449
2023-02-20,Ceuta,Ceuta,21,0,0,18,35.8891,-5.3167
2023-02-20,Melilla,Melilla,23,1,0,20,35.2923,-2.9475
2023-02-21,Andalucía,Sevilla,1764,81,24,1612,37.3886,-5.9845
2023-02-21,Aragón,Zaragoza,333,19,8,283,41.6488,-0.8891
2023-02-21,Asturias,Oviedo,225,7,4,199,43.3614,-5.8458
2023-02-21,Islas Baleares,Palma,266,9,5,231,39.5696,2.6502
2023-02-21,Canarias,Las Palmas,534,17,10,495,28.1235,-15.4134
2023-02-21,Cantabria,Santander,128,4,3,109,43.4623,-3.8044
2023-02-21,Castilla-La Mancha,Toledo,470,14,11,425,39.8628,-4.0245
2023-02-21,Castilla y León,Valladolid,568,25,10,537,41.6523,-4.7245
2023-02-21,Cataluña,Barcelona,2199,111,61,1930,41.3851,2.1734
2023-02-21,Comunidad Valenciana,Valencia,1112,53,15,1003,39.4699,-0.3763
2023-02-21,Extremadura,Mérida,236,12,5,217,38.916,-6.3438
2023-02-21,Galicia,Santiago,692,24,14,612,42.8782,-8.5449
2023-02-21,Madrid,Madrid,1861,96,19,1582,40.4168,-3.7038
2023-02-21,Murcia,Murcia,307,10,6,261,37.9924,-1.1307
2023-02-21,Navarra,Pamplona,193,8,4,173,42.8125,-1.6432
2023-02-21,País Vasco,Vitoria,495,21,8,461,42.8464,-2.6724
2023-02-21,La Rioja,Logroño,79,2,1,74,42.4627,-2.4449
2023-02-21,Ceuta,Ceuta,26,0,0,24,35.8891,-5.3167
2023-02-21,Melilla,Melilla,20,0,0,17,35.2923,-2.9475
2023-02-22,Andalucía,Sevilla,2378,113,66,2093,37.3886,-5.9845
2023-02-22,Aragón,Zaragoza,329,17,7,306,41.6488,-0.8891
2023-02-22,Asturias,Oviedo,210,11,2,188,43.3614,-5.8458
2023-02-22,Islas Baleares,Palma,322,10,8,281,39.5696,2.6502
2023-02-22,Canarias,Las Palmas,441,17,12,381,28.1235,-15.4134
2023-02-22,Cantabria,Santander,147,8,4,138,43.4623,-3.8044
2023-02-22,Castilla-La Mancha,Toledo,427,23,11,389,39.8628,-4.0245
2023-02-22,Castilla y León,Valladolid,512,29,12,483,41.6523,-4.7245
2023-02-22,Cataluña,Barcelona,1652,82,22,1468,41.3851,2.1734
2023-02-22,Comunidad Valenciana,Valencia,1057,54,19,932,39.4699,-0.3763
2023-02-22,Extremadura,Mérida,242,10,4,220,38.916,-6.3438
2023-02-22,Galicia,Santiago,735,28,10,671,42.8782,-8.5449
2023-02-22,Madrid,Madrid,1454,44,15,1365,40.4168,-3.7038
2023-02-22,Murcia,Murcia,308,13,7,288,37.9924,-1.1307
2023-02-22,Navarra,Pamplona,193,9,5,181,42.8125,-1.6432
2023-02-22,País Vasco,Vitoria,468,25,12,415,42.8464,-2.6724
2023-02-22,La Rioja,Logroño,70,2,0,64,42.4627,-2.4449
2023-02-22,Ceuta,Ceuta,18,0,0,16,35.8891,-5.3167
2023-02-22,Melilla,Melilla,17,0,0,15,35.2923,-2.9475
2023-02-23,Andalucía,Sevilla,2308,125,33,2012,37.3886,-5.9845
2023-02-23,Aragón,Zaragoza,332,13,4,311,41.6488,-0.8891
2023-02-23,Asturias,Oviedo,274,13,7,248,43.3614,-5.8458
2023-02-23,Islas Baleares,Palma,271,16,5,249,39.5696,2.6502
2023-02-23,Canarias,Las Palmas,445,16,13,413,28.1235,-15.4134
2023-02-23,Cantabria,Santander,164,6,4,148,43.4623,-3.8044
2023-02-23,Castilla-La Mancha,Toledo,618,26,14,550,39.8628,-4.0245
2023-02-23,Castilla y León,Valladolid,498,28,10,439,41.6523,-4.7245
2023-02-23,Cataluña,Barcelona,1787,56,37,1574,41.3851,2.1734
2023-02-23,Comunidad Valenciana,Valencia,1207,67,13,1062,39.4699,-0.3763
2023-02-23,Extremadura,Mérida,261,13,4,226,38.916,-6.3438
2023-02-23,Galicia,Santiago,726,32,8,649,42.8782,-8.5449
2023-02-23,Madrid,Madrid,1586,91,15,1351,40.4168,-3.7038
2023-02-23,Murcia,Murcia,223,10,5,201,37.9924,-1.1307
2023-02-23,Navarra,Pamplona,200,6,5,188,42.8125,-1.6432
2023-02-23,País Vasco,Vitoria,638,19,16,555,42.8464,-2.6724
2023-02-23,La Rioja,Logroño,71,2,0,66,42.4627,-2.4449
2023-02-23,Ceuta,Ceuta,24,0,0,22,35.8891,-5.3167
2023-02-23,Melilla,Melilla,17,0,0,14,35.2923,-2.9475
2023-02-24,Andalucía,Sevilla,1940,87,20,1759,37.3886,-5.9845
2023-02-24,Aragón,Zaragoza,306,12,3,267,41.6488,-0.8891
2023-02-24,Asturias,Oviedo,251,14,3,215,43.3614,-5.8458
2023-02-24,Islas Baleares,Palma,281,14,7,242,39.5696,2.6502
2023-02-24,Canarias,Las Palmas,443,21,12,397,28.1235,-15.4134
2023-02-24,Cantabria,Santander,162,8,4,138,43.4623,-3.8044
2023-02-24,Castilla-La Mancha,Toledo,488,17,5,427,39.8628,-4.0245
2023-02-24,Castilla y León,Valladolid,594,28,9,539,41.6523,-4.7245
2023-02-24,Cataluña,Barcelona,2356,95,44,2047,41.3851,2.1734
2023-02-24,Comunidad Valenciana,Valencia,1163,60,30,1089,39.4699,-0.3763
2023-02-24,Extremadura,Mérida,253,13,4,236,38.916,-6.3438
2023-02-24,Galicia,Santiago,805,34,9,687,42.8782,-8.5449
2023-02-24,Madrid,Madrid,1720,92,26,1541,40.4168,-3.7038
2023-02-24,Murcia,Murcia,221,8,6,208,37.9924,-1.1307
2023-02-24,Navarra,Pamplona,141,5,2,126,42.8125,-1.6432
2023-02-24,País Vasco,Vitoria,492,19,7,431,42.8464,-2.6724
2023-02-24,La Rioja,Logroño,83,3,1,76,42.4627,-2.4449
2023-02-24,Ceuta,Ceuta,18,0,0,16,35.8891,-5.3167
2023-02-24,Melilla,Melilla,24,0,0,21,35.2923,-2.9475
2023-02-25,Andalucía,Sevilla,2203,89,29,1928,37.3886,-5.9845
2023-02-25,Aragón,Zaragoza,283,9,6,250,41.6488,-0.8891
2023-02-25,Asturias,Oviedo,297,14,4,261,43.3614,-5.8458
2023-02-25,Islas Baleares,Palma,253,13,5,239,39.5696,2.6502
2023-02-25,Canarias,Las Palmas,640,21,14,575,28.1235,-15.4134
2023-02-25,Cantabria,Santander,128,3,3,115,43.4623,-3.8044
2023-02-25,Castilla-La Mancha,Toledo,616,25,7,549,39.8628,-4.0245
2023-02-25,Castilla y León,Valladolid,664,33,18,605,41.6523,-4.7245
2023-02-25,Cataluña,Barcelona,2113,74,46,1902,41.3851,2.1734
2023-02-25,Comunidad Valenciana,Valencia,1142,37,25,1030,39.4699,-0.3763
2023-02-25,Extremadura,Mérida,290,10,6,270,38.916,-6.3438
2023-02-25,Galicia,Santiago,816,37,23,695,42.8782,-8.5449
2023-02-25,Madrid,Madrid,1996,91,28,1856,40.4168,-3.7038
2023-02-25,Murcia,Murcia,294,16,5,276,37.9924,-1.1307
2023-02-25,Navarra,Pamplona,201,10,4,187,42.8125,-1.6432
2023-02-25,País Vasco,Vitoria,675,38,6,579,42.8464,-2.6724
2023-02-25,La Rioja,Logroño,68,3,1,61,42.4627,-2.4449
2023-02-25,Ceuta,Ceuta,23,1,0,20,35.8891,-5.3167
2023-02-25,Melilla,Melilla,22,0,0,19,35.2923,-2.9475
2023-02-26,Andalucía,Sevilla,2172,108,65,1880,37.3886,-5.9845
2023-02-26,Aragón,Zaragoza,315,14,7,292,41.6488,-0.8891
2023-02-26,Asturias,Oviedo,304,16,8,277,43.3614,-5.8458
2023-02-26,Islas Baleares,Palma,258,11,6,239,39.5696,2.6502
2023-02-26,Canarias,Las Palmas,593,25,6,504,28.1235,-15.4134
2023-02-26,Cantabria,Santander,173,8,2,153,43.4623,-3.8044
2023-02-26,Castilla-La Mancha,Toledo,574,30,10,524,39.8628,-4.0245
2023-02-26,Castilla y León,Valladolid,631,29,7,581,41.6523,-4.7245
2023-02-26,Cataluña,Barcelona,2215,88,34,2068,41.3851,2.1734
2023-02-26,Comunidad Valenciana,Valencia,1289,56,27,1218,39.4699,-0.3763
2023-02-26,Extremadura,Mérida,252,13,3,221,38.916,-6.3438
2023-02-26,Galicia,Santiago,747,33,14,677,42.8782,-8.5449
2023-02-26,Madrid,Madrid,1626,76,21,1509,40.4168,-3.7038
2023-02-26,Murcia,Murcia,304,12,3,284,37.9924,-1.1307
2023-02-26,Navarra,Pamplona,199,7,5,184,42.8125,-1.6432
2023-02-26,País Vasco,Vitoria,672,39,20,619,42.8464,-2.6724
2023-02-26,La Rioja,Logroño,67,2,1,57,42.4627,-2.4449
2023-02-26,Ceuta,Ceuta,19,0,0,17,35.8891,-5.3167
2023-02-26,Melilla,Melilla,17,0,0,15,35.2923,-2.9475
2023-02-27,Andalucía,Sevilla,2260,102,32,2122,37.3886,-5.9845
2023-02-27,Aragón,Zaragoza,388,16,11,352,41.6488,-0.8891
2023-02-27,Asturias,Oviedo,306,16,5,277,43.3614,-5.8458
2023-02-27,Islas Baleares,Palma,286,15,7,260,39.5696,2.6502
2023-02-27,Canarias,Las Palmas,451,23,12,420,28.1235,-15.4134
2023-02-27,Cantabria,Santander,154,8,3,138,43.4623,-3.8044
2023-02-27,Castilla-La Mancha,Toledo,574,20,14,493,39.8628,-4.0245
2023-02-27,Castilla y León,Valladolid,511,25,7,472,41.6523,-4.7245
2023-02-27,Cataluña,Barcelona,2351,85,46,2033,41.3851,2.1734
2023-02-27,Comunidad Valenciana,Valencia,1136,52,16,1064,39.4699,-0.3763
2023-02-27,Extremadura,Mérida,310,11,6,265,38.916,-6.3438
2023-02-27,Galicia,Santiago,819,34,19,736,42.8782,-8.5449
2023-02-27,Madrid,Madrid,1455,73,33,1272,40.4168,-3.7038
2023-02-27,Murcia,Murcia,258,14,4,239,37.9924,-1.1307
2023-02-27,Navarra,Pamplona,149,8,2,133,42.8125,-1.6432
2023-02-27,País Vasco,Vitoria,569,22,10,503,42.8464,-2.6724
2023-02-27,La Rioja,Logroño,78,2,1,70,42.4627,-2.4449
